productid	categoryname
15848	Wicker or rattan furniture
15848	Metal furniture
15849	Outdoor Furniture
15849	Bedrooms
15850	Concrete furniture
15851	Door furniture
15851	Bedrooms
15852	Glass furniture
15852	Decorative arts
15853	Outdoor Furniture
15853	Sword furniture
15853	Bedrooms
15854	Storage
15854	Door furniture
15854	Hutch
15855	Wood finishing
15856	Metal furniture
15857	Bamboo furniture
15858	Entertainment
15858	Door furniture
15858	Bedrooms
15859	Glass furniture
15859	Concrete furniture
15859	Stadium seating
15860	Wicker or rattan furniture
15860	Concrete furniture
15860	Childrens furniture
15861	Stadium seating
15862	Street furniture
15862	Sword furniture
15862	List of chairs
15863	Wicker or rattan furniture
15864	Entertainment
15864	Bamboo furniture
15865	Outdoor Furniture
15865	Door furniture
15865	Street furniture
15866	Sets
15866	Stadium seating
15866	Living room
15867	Tables
15867	Storage
15868	Sword furniture
15869	Wooden furniture
15869	Bar furniture
15869	Park furniture 
15870	Wooden furniture
15871	Living room
15871	Occasional furniture
15872	Childrens furniture
15873	Metal furniture
15873	Living room
15873	List of chairs
15874	Concrete furniture
15875	Metal furniture
15875	Stadium seating
15876	Casegoods
15877	Storage
15878	Concrete furniture
15878	Bedrooms
15879	Sleeping or laying
15879	Metal furniture
15879	Street furniture
15880	Tables
15880	Wicker or rattan furniture
15881	Bamboo furniture
15881	Occasional furniture
15882	Sword furniture
15882	Wood finishing
15883	Outdoor Furniture
15883	Metal furniture
15883	Park furniture 
15884	Couches and Sofas
15884	Casegoods
15885	Entertainment
15885	Storage
15885	Door furniture
15886	Couches and Sofas
15886	Hutch
15886	Casegoods
15887	Metal furniture
15887	Aquarium furniture
15887	List of chairs
15888	Door furniture
15888	List of chairs
15889	Aquarium furniture
15890	Aquarium furniture
15890	Door furniture
15890	Living room
15891	Bar furniture
15892	Bar furniture
15892	Casegoods
15893	Glass furniture
15893	Living room
15894	Glass furniture
15894	Door furniture
15895	Bedrooms
15896	Wicker or rattan furniture
15896	Bar furniture
15896	Park furniture 
15897	Childrens furniture
15898	Childrens furniture
15898	Living room
15899	Tables
15899	Bamboo furniture
15899	Door furniture
15900	Wicker or rattan furniture
15900	Park furniture 
15901	Outdoor Furniture
15901	Aquarium furniture
15901	Wood finishing
15902	Street furniture
15902	Occasional furniture
15903	Storage
15903	Wooden furniture
15903	Bamboo furniture
15904	Metal furniture
15904	Childrens furniture
15905	Hutch
15905	Sword furniture
15905	Wood finishing
15906	Sets
15907	Couches and Sofas
15907	Aquarium furniture
15907	Childrens furniture
15908	Outdoor Furniture
15908	Wooden furniture
15908	Hutch
15909	Couches and Sofas
15910	Casegoods
15911	Bar furniture
15911	Childrens furniture
15911	Hutch
15912	Aquarium furniture
15912	Casegoods
15912	Occasional furniture
15913	Storage
15913	Wicker or rattan furniture
15914	Concrete furniture
15914	Door furniture
15915	Stadium seating
15916	Storage
15916	Sets
15916	Decorative arts
15917	Entertainment
15918	Stadium seating
15918	List of chairs
15919	Sets
15919	Bedrooms
15919	Casegoods
15920	Sets
15921	Metal furniture
15921	Hutch
15921	Decorative arts
15922	Tables
15922	Metal furniture
15922	Wood finishing
15923	Sets
15924	Bedrooms
15925	Wooden furniture
15925	Decorative arts
15926	Childrens furniture
15926	Occasional furniture
15926	Wood finishing
15927	Concrete furniture
15927	Aquarium furniture
15928	Outdoor Furniture
15928	Hutch
15929	Stadium seating
15930	Bamboo furniture
15930	Aquarium furniture
15931	Wicker or rattan furniture
15932	Entertainment
15932	Wicker or rattan furniture
15932	Sword furniture
15933	Entertainment
15933	Tables
15933	Aquarium furniture
15934	Bedrooms
15935	Sleeping or laying
15935	Aquarium furniture
15936	Concrete furniture
15936	Street furniture
15936	Bedrooms
15937	Outdoor Furniture
15937	Sets
15937	Street furniture
15938	Entertainment
15938	Decorative arts
15939	Concrete furniture
15939	Door furniture
15939	Stadium seating
15940	Park furniture 
15940	Casegoods
15941	Tables
15941	Sets
15941	Sword furniture
15942	Entertainment
15943	Wicker or rattan furniture
15944	Park furniture 
15945	Wooden furniture
15946	Concrete furniture
15946	List of chairs
15947	Concrete furniture
15947	Door furniture
15947	Bedrooms
15948	Street furniture
15949	Aquarium furniture
15950	Outdoor Furniture
15950	Bar furniture
15951	Sets
15951	Wicker or rattan furniture
15951	Metal furniture
15952	Sets
15952	Bamboo furniture
15953	Bamboo furniture
15953	Wicker or rattan furniture
15954	Entertainment
15954	Hutch
15954	Decorative arts
15955	Sleeping or laying
15955	Bar furniture
15955	Occasional furniture
15956	Street furniture
15957	Sleeping or laying
15957	Door furniture
15958	Park furniture 
15958	Street furniture
15959	Sleeping or laying
15959	Wooden furniture
15960	Sets
15960	Wooden furniture
15960	Metal furniture
15961	Outdoor Furniture
15961	Storage
15961	Stadium seating
15962	Childrens furniture
15962	Bedrooms
15963	Casegoods
15963	Wood finishing
15964	Wooden furniture
15964	Glass furniture
15964	Occasional furniture
15965	Bar furniture
15965	Street furniture
15965	Occasional furniture
15966	Wood finishing
15967	Sets
15968	Wooden furniture
15968	Bamboo furniture
15968	Bar furniture
15969	Wood finishing
15970	Park furniture 
15971	Sleeping or laying
15971	Sword furniture
15971	Living room
15972	Childrens furniture
15972	Decorative arts
15973	Bamboo furniture
15973	Wood finishing
15974	Entertainment
15975	Decorative arts
15976	Tables
15976	Park furniture 
15977	Outdoor Furniture
15977	Entertainment
15977	Decorative arts
15978	Sets
15979	Hutch
15980	Couches and Sofas
15980	Casegoods
15981	Concrete furniture
15982	Aquarium furniture
15983	Wood finishing
15984	Storage
15985	Sleeping or laying
15985	Entertainment
15985	Street furniture
15986	Outdoor Furniture
15986	Aquarium furniture
15987	Stadium seating
15988	Door furniture
15988	Sword furniture
15988	Bedrooms
15989	Wooden furniture
15990	Wooden furniture
15990	Bar furniture
15991	Tables
15991	Door furniture
15992	Decorative arts
15993	Couches and Sofas
15993	Sword furniture
15993	Bedrooms
15994	Occasional furniture
15995	Sets
15995	Stadium seating
15996	Tables
15996	Sets
15997	Glass furniture
15997	Occasional furniture
15998	Bamboo furniture
15998	Wood finishing
15999	Metal furniture
16000	Glass furniture
16000	Concrete furniture
16000	Bedrooms
16001	Metal furniture
16001	Living room
16002	Aquarium furniture
16002	Bar furniture
16002	Door furniture
16003	Sets
16004	Storage
16004	Sets
16004	List of chairs
16005	Wicker or rattan furniture
16005	Decorative arts
16006	Concrete furniture
16007	Storage
16007	Wooden furniture
16007	Aquarium furniture
16008	Tables
16008	Casegoods
16009	Sleeping or laying
16009	Bamboo furniture
16010	Stadium seating
16011	Storage
16012	Storage
16012	Sword furniture
16013	Storage
16013	Concrete furniture
16014	Metal furniture
16015	Storage
16015	Metal furniture
16016	Sleeping or laying
16016	Tables
16016	Couches and Sofas
16017	Tables
16018	Entertainment
16018	List of chairs
16018	Wood finishing
16019	Tables
16019	Couches and Sofas
16019	Bar furniture
16020	Door furniture
16020	Occasional furniture
16021	Bedrooms
16022	Stadium seating
16023	Concrete furniture
16023	Street furniture
16024	Sleeping or laying
16024	Bar furniture
16024	Stadium seating
16025	Couches and Sofas
16025	Stadium seating
16025	Bedrooms
16026	Tables
16026	Storage
16027	List of chairs
16027	Wood finishing
16028	Wicker or rattan furniture
16028	Hutch
16029	Sets
16029	Door furniture
16029	Sword furniture
16030	Sword furniture
16030	Bedrooms
16031	Storage
16031	Glass furniture
16032	Wicker or rattan furniture
16032	Concrete furniture
16033	Entertainment
16033	Wooden furniture
16033	Bar furniture
16034	Door furniture
16035	Aquarium furniture
16035	Childrens furniture
16035	Casegoods
16036	Couches and Sofas
16036	Wood finishing
16037	Outdoor Furniture
16038	Aquarium furniture
16039	Wicker or rattan furniture
16039	Aquarium furniture
16039	Casegoods
16040	Decorative arts
16040	List of chairs
16041	Entertainment
16041	Street furniture
16042	Aquarium furniture
16042	Bedrooms
16043	Living room
16043	Wood finishing
16044	Casegoods
16045	Decorative arts
16046	Decorative arts
16047	Entertainment
16047	Couches and Sofas
16047	Sword furniture
16048	Door furniture
16048	List of chairs
16049	Entertainment
16049	Storage
16049	Concrete furniture
16050	Entertainment
16050	Storage
16050	Door furniture
16051	Couches and Sofas
16051	Childrens furniture
16052	Storage
16052	Door furniture
16053	Sword furniture
16053	Living room
16054	Tables
16054	Decorative arts
16054	Wood finishing
16055	Glass furniture
16055	Stadium seating
16055	Living room
16056	Glass furniture
16056	Hutch
16057	Decorative arts
16057	Occasional furniture
16058	Sets
16058	List of chairs
16059	Sword furniture
16060	Park furniture 
16060	Decorative arts
16061	Sleeping or laying
16061	Wood finishing
16062	Couches and Sofas
16062	Aquarium furniture
16063	Wicker or rattan furniture
16063	List of chairs
16064	Sword furniture
16065	Casegoods
16066	Wooden furniture
16066	List of chairs
16066	Occasional furniture
16067	Decorative arts
16067	Living room
16068	Storage
16068	Living room
16069	Sleeping or laying
16070	Metal furniture
16071	Wooden furniture
16071	Metal furniture
16072	Wooden furniture
16072	Aquarium furniture
16072	Street furniture
16073	Outdoor Furniture
16074	Sets
16075	Bamboo furniture
16075	Park furniture 
16075	Stadium seating
16076	Childrens furniture
16077	Glass furniture
16077	Hutch
16078	Sets
16078	Park furniture 
16079	Wicker or rattan furniture
16079	Bar furniture
16080	Bar furniture
16080	Living room
16081	Metal furniture
16081	Childrens furniture
16081	Bedrooms
16082	Stadium seating
16083	Concrete furniture
16083	Park furniture 
16083	Sword furniture
16084	Bamboo furniture
16084	Door furniture
16084	Wood finishing
16085	Glass furniture
16086	Occasional furniture
16087	Tables
16087	Aquarium furniture
16087	Street furniture
16088	Bedrooms
16089	List of chairs
16090	Bedrooms
16090	Casegoods
16091	Living room
16092	Park furniture 
16093	Bar furniture
16094	Bamboo furniture
16094	List of chairs
16095	Door furniture
16096	Aquarium furniture
16097	Sleeping or laying
16098	Bamboo furniture
16098	Sword furniture
16099	Storage
16099	Childrens furniture
16099	Stadium seating
16100	Bamboo furniture
16100	Street furniture
16101	Sleeping or laying
16101	Tables
16101	Wood finishing
16102	Hutch
16103	Bamboo furniture
16103	Concrete furniture
16104	Outdoor Furniture
16104	Park furniture 
16105	Wood finishing
16106	Glass furniture
16106	Occasional furniture
16107	Sets
16107	Bedrooms
16108	Sleeping or laying
16108	Casegoods
16109	Wicker or rattan furniture
16110	Bamboo furniture
16110	List of chairs
16111	Wicker or rattan furniture
16111	Stadium seating
16111	Decorative arts
16112	Wooden furniture
16112	Metal furniture
16112	Stadium seating
16113	Door furniture
16113	Park furniture 
16113	Street furniture
16114	Entertainment
16114	Couches and Sofas
16115	Childrens furniture
16115	Occasional furniture
16115	Wood finishing
16116	Childrens furniture
16116	Decorative arts
16117	Storage
16117	Casegoods
16117	List of chairs
16118	Outdoor Furniture
16118	Bar furniture
16118	Childrens furniture
16119	Wicker or rattan furniture
16119	Couches and Sofas
16119	Sword furniture
16120	Bamboo furniture
16121	Entertainment
16122	Street furniture
16123	Sleeping or laying
16124	Wicker or rattan furniture
16124	Concrete furniture
16124	Park furniture 
16125	Glass furniture
16125	Park furniture 
16125	Bedrooms
16126	Tables
16127	Aquarium furniture
16127	Door furniture
16127	Stadium seating
16128	Tables
16128	Door furniture
16128	Park furniture 
16129	Street furniture
16130	Childrens furniture
16130	Wood finishing
16131	Sleeping or laying
16132	Metal furniture
16133	Sleeping or laying
16133	Metal furniture
16133	Stadium seating
16134	Wooden furniture
16135	Sleeping or laying
16135	Tables
16135	Childrens furniture
16136	Outdoor Furniture
16136	Tables
16137	Bar furniture
16137	Hutch
16137	Occasional furniture
16138	Living room
16139	Outdoor Furniture
16139	Bar furniture
16139	Childrens furniture
16140	Couches and Sofas
16140	Bar furniture
16140	Street furniture
16141	Wicker or rattan furniture
16141	Door furniture
16141	List of chairs
16142	Outdoor Furniture
16142	Bar furniture
16143	Wicker or rattan furniture
16144	Bamboo furniture
16144	Aquarium furniture
16144	Street furniture
16145	Couches and Sofas
16145	Aquarium furniture
16145	Hutch
16146	Couches and Sofas
16147	Park furniture 
16147	Living room
16148	Wicker or rattan furniture
16148	Decorative arts
16149	Sword furniture
16149	List of chairs
16149	Occasional furniture
16150	Wicker or rattan furniture
16150	Sword furniture
16150	List of chairs
16151	Storage
16152	Wood finishing
16153	Couches and Sofas
16153	Decorative arts
16154	Childrens furniture
16154	Hutch
16155	Sleeping or laying
16156	Sword furniture
16156	Wood finishing
16157	Tables
16157	Sets
16157	Glass furniture
16158	Entertainment
16158	Sword furniture
16159	Glass furniture
16159	Concrete furniture
16160	Childrens furniture
16161	Sets
16161	Park furniture 
16162	Glass furniture
16162	Aquarium furniture
16162	Bedrooms
16163	Entertainment
16164	Bar furniture
16164	List of chairs
16165	List of chairs
16166	Casegoods
16166	List of chairs
16167	Park furniture 
16168	Outdoor Furniture
16168	Door furniture
16169	Entertainment
16169	Bedrooms
16169	Occasional furniture
16170	Couches and Sofas
16171	Sleeping or laying
16171	Wooden furniture
16171	Living room
16172	Bamboo furniture
16172	Wood finishing
16173	Wicker or rattan furniture
16173	Sword furniture
16173	Wood finishing
16174	Wooden furniture
16175	Wood finishing
16176	Outdoor Furniture
16176	Metal furniture
16177	Wood finishing
16178	Bamboo furniture
16178	Glass furniture
16179	Wicker or rattan furniture
16179	Sword furniture
16179	Decorative arts
16180	Storage
16180	Casegoods
16180	Wood finishing
16181	Stadium seating
16181	Street furniture
16182	Childrens furniture
16183	Outdoor Furniture
16183	Childrens furniture
16183	Decorative arts
16184	Bar furniture
16184	Casegoods
16185	Park furniture 
16186	Storage
16187	Tables
16187	Concrete furniture
16187	Stadium seating
16188	List of chairs
16189	Entertainment
16189	Wooden furniture
16189	Park furniture 
16190	Metal furniture
16190	Occasional furniture
16191	Wooden furniture
16191	Street furniture
16192	Street furniture
16193	Hutch
16193	Casegoods
16194	Concrete furniture
16194	Couches and Sofas
16195	Tables
16196	Decorative arts
16197	Wicker or rattan furniture
16198	Metal furniture
16198	Occasional furniture
16199	Storage
16199	Occasional furniture
16200	Metal furniture
16201	Storage
16202	Storage
16202	Casegoods
16203	Door furniture
16203	Stadium seating
16203	Living room
16204	Entertainment
16204	Bamboo furniture
16205	Tables
16205	Decorative arts
16205	Occasional furniture
16206	Glass furniture
16206	Hutch
16207	Bedrooms
16208	Tables
16208	Metal furniture
16209	Door furniture
16209	Occasional furniture
16210	Wooden furniture
16210	Bar furniture
16211	Bar furniture
16212	Glass furniture
16212	Bar furniture
16213	Concrete furniture
16213	Wood finishing
16214	Entertainment
16214	Aquarium furniture
16214	List of chairs
16215	Couches and Sofas
16215	Door furniture
16215	List of chairs
16216	Door furniture
16216	Casegoods
16217	Sleeping or laying
16217	Sets
16217	Wood finishing
16218	Metal furniture
16218	Sword furniture
